0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1.0,-1.0,8.0,7.0,4.0,10.0,-3.0,-7.0,8.0,7.0,9.0,13.0,13.0,23.0,32.0,30.0,-6.0,0.0,1.0,4.0,8.0,14.0,10.0,-13.0,7
17.0,18.0,20.0,20.0,17.0,4.0,8.0,0.0,11.0,11.0,15.0,16.0,12.0,11.0,13.0,12.0,12.0,16.0,16.0,-30.0,10.0,9.0,15.0,8.0,7
8.0,5.0,2.0,3.0,9.0,10.0,9.0,10.0,6.0,6.0,1.0,0.0,4.0,10.0,2.0,13.0,3.0,1.0,-2.0,-7.0,-3.0,-2.0,-6.0,5.0,7
38.0,52.0,44.0,39.0,35.0,27.0,12.0,6.0,200.0,195.0,148.0,67.0,77.0,96.0,114.0,167.0,34.0,39.0,50.0,10.0,33.0,32.0,15.0,19.0,7
-31.0,-31.0,-30.0,-24.0,-29.0,-55.0,-49.0,-37.0,-22.0,-23.0,-22.0,-31.0,-31.0,-44.0,-54.0,-28.0,-17.0,-24.0,-29.0,-27.0,-21.0,-9.0,-20.0,-18.0,7
3.0,-2.0,-10.0,-10.0,-13.0,-13.0,-12.0,-18.0,-7.0,-9.0,-8.0,-11.0,-21.0,-32.0,-27.0,-5.0,-9.0,-6.0,-4.0,-11.0,-11.0,-15.0,-40.0,-20.0,7
9.0,-3.0,4.0,19.0,19.0,14.0,-32.0,-106.0,-87.0,-103.0,-73.0,-23.0,-42.0,-40.0,-60.0,-69.0,8.0,10.0,1.0,7.0,-1.0,7.0,9.0,8.0,7
10.0,16.0,8.0,7.0,6.0,1.0,1.0,9.0,11.0,11.0,10.0,9.0,13.0,10.0,8.0,12.0,12.0,11.0,13.0,11.0,14.0,17.0,11.0,10.0,7
-28.0,-25.0,-25.0,-21.0,-21.0,-21.0,-13.0,-14.0,-21.0,-17.0,-17.0,-19.0,-21.0,-23.0,-20.0,-16.0,-25.0,-22.0,-18.0,-8.0,-10.0,-9.0,-3.0,-11.0,7
16.0,24.0,22.0,21.0,18.0,-5.0,-7.0,0.0,15.0,14.0,17.0,23.0,25.0,21.0,14.0,27.0,8.0,9.0,12.0,8.0,22.0,23.0,5.0,8.0,7
32.0,32.0,35.0,27.0,23.0,23.0,5.0,-7.0,36.0,32.0,34.0,30.0,35.0,46.0,52.0,39.0,31.0,28.0,31.0,39.0,40.0,56.0,106.0,61.0,7
-13.0,-16.0,-10.0,-18.0,-10.0,27.0,83.0,163.0,56.0,50.0,31.0,-2.0,10.0,6.0,42.0,54.0,-8.0,-11.0,-7.0,19.0,-10.0,-12.0,-28.0,-24.0,7
-17.0,-31.0,-28.0,-30.0,-29.0,-45.0,-38.0,-29.0,-24.0,-24.0,-26.0,-32.0,-32.0,-35.0,-45.0,-40.0,-15.0,-21.0,-23.0,-9.0,-26.0,-24.0,-5.0,-11.0,7
11.0,5.0,5.0,4.0,5.0,11.0,2.0,10.0,5.0,3.0,3.0,4.0,7.0,6.0,0.0,9.0,-1.0,-1.0,-3.0,-16.0,-5.0,-8.0,-28.0,1.0,7
-1.0,-4.0,-2.0,4.0,-1.0,10.0,23.0,10.0,-51.0,-39.0,-26.0,-6.0,-7.0,-11.0,-24.0,-44.0,3.0,4.0,2.0,-31.0,-5.0,-5.0,8.0,1.0,7
-19.0,-31.0,-37.0,-31.0,-20.0,-11.0,-24.0,-44.0,-26.0,-32.0,-31.0,-28.0,-28.0,-21.0,-11.0,-17.0,-10.0,-18.0,-25.0,-30.0,-19.0,-14.0,13.0,-2.0,7
-14.0,1.0,4.0,9.0,11.0,12.0,23.0,1.0,-12.0,-11.0,-1.0,9.0,3.0,4.0,4.0,-3.0,9.0,8.0,7.0,-4.0,8.0,5.0,-5.0,7.0,7
-1.0,-14.0,-8.0,0.0,0.0,-3.0,-31.0,-58.0,-275.0,-268.0,-197.0,-64.0,-93.0,-132.0,-187.0,-246.0,-1.0,14.0,-3.0,-145.0,-31.0,-20.0,-14.0,-26.0,7
-18.0,-24.0,-33.0,-31.0,-25.0,-23.0,-17.0,-4.0,-13.0,-17.0,-23.0,-27.0,-24.0,-26.0,-19.0,-18.0,-23.0,-22.0,-24.0,-18.0,-23.0,-21.0,-28.0,-33.0,7
-6.0,-4.0,-10.0,-2.0,4.0,5.0,1.0,-12.0,4.0,-2.0,-5.0,-3.0,7.0,19.0,32.0,24.0,3.0,0.0,0.0,3.0,8.0,18.0,27.0,12.0,7
-34.0,-39.0,-39.0,-62.0,-47.0,-29.0,-60.0,-88.0,-56.0,-41.0,-50.0,-33.0,-25.0,-20.0,-19.0,-64.0,-16.0,-13.0,-9.0,-1.0,-16.0,-16.0,9.0,-1.0,7
-14.0,-16.0,-15.0,-17.0,-13.0,17.0,12.0,13.0,-17.0,-17.0,-18.0,-15.0,-13.0,-18.0,-21.0,-18.0,-7.0,-4.0,-6.0,-63.0,-8.0,3.0,-6.0,-8.0,7
-3.0,-5.0,-6.0,-3.0,-6.0,2.0,3.0,-11.0,-408.0,-324.0,-210.0,-37.0,-49.0,-108.0,-224.0,-380.0,-3.0,5.0,2.0,-142.0,-26.0,-21.0,-3.0,0.0,7
-2.0,-3.0,0.0,5.0,6.0,9.0,-12.0,-22.0,-46.0,-44.0,-32.0,-14.0,-14.0,-4.0,-15.0,-29.0,-7.0,-8.0,-15.0,-39.0,-30.0,-27.0,-18.0,-1.0,7
-25.0,-22.0,-16.0,-11.0,-9.0,-10.0,-15.0,-22.0,-15.0,-14.0,-12.0,-11.0,-8.0,-1.0,7.0,4.0,-16.0,-14.0,-13.0,-5.0,-3.0,-4.0,-6.0,-15.0,7
11.0,-10.0,-11.0,-10.0,0.0,11.0,-2.0,-8.0,12.0,7.0,5.0,1.0,9.0,19.0,13.0,13.0,13.0,12.0,9.0,25.0,19.0,27.0,32.0,17.0,7
-19.0,-16.0,-16.0,-11.0,-16.0,-45.0,-56.0,-72.0,-8.0,5.0,-4.0,-1.0,20.0,6.0,1.0,-22.0,-10.0,-10.0,-7.0,4.0,13.0,17.0,-28.0,-14.0,7
14.0,14.0,8.0,7.0,4.0,-5.0,-7.0,-2.0,19.0,13.0,11.0,10.0,16.0,22.0,32.0,25.0,17.0,15.0,15.0,12.0,21.0,33.0,52.0,33.0,7
12.0,-2.0,-7.0,-10.0,-8.0,-9.0,-14.0,-14.0,-2.0,-5.0,-6.0,-5.0,-4.0,-3.0,-5.0,-16.0,-3.0,-4.0,-6.0,-3.0,-2.0,1.0,-4.0,1.0,7
-8.0,1.0,-6.0,0.0,-1.0,-2.0,-10.0,-33.0,6.0,14.0,-2.0,3.0,22.0,39.0,62.0,12.0,6.0,6.0,8.0,-1.0,4.0,11.0,25.0,13.0,7
-4.0,-19.0,-22.0,-19.0,-14.0,-33.0,-37.0,-36.0,-52.0,-54.0,-45.0,-32.0,-29.0,-39.0,-56.0,-49.0,-22.0,-22.0,-27.0,-27.0,-20.0,-26.0,-51.0,-41.0,7
-12.0,-12.0,-17.0,-3.0,3.0,15.0,4.0,-38.0,-67.0,-64.0,-48.0,-23.0,-32.0,-32.0,-38.0,-54.0,-14.0,-10.0,-14.0,-13.0,-30.0,-51.0,-20.0,-13.0,7
-7.0,-11.0,-15.0,-15.0,-16.0,-29.0,-18.0,-12.0,-11.0,-11.0,-13.0,-14.0,-13.0,-19.0,-16.0,-9.0,-12.0,-11.0,-12.0,-12.0,-11.0,-13.0,-20.0,-11.0,7
-1.0,-6.0,-7.0,-4.0,-6.0,-17.0,-50.0,-66.0,7.0,21.0,9.0,4.0,15.0,8.0,-2.0,-21.0,-12.0,-6.0,-5.0,-2.0,-13.0,-10.0,-11.0,-33.0,7
-13.0,-14.0,-16.0,-10.0,-7.0,-9.0,-7.0,-4.0,-14.0,-14.0,-16.0,-14.0,-7.0,-7.0,-12.0,-10.0,-9.0,-7.0,-8.0,-18.0,-9.0,-3.0,0.0,0.0,7
8.0,10.0,20.0,21.0,11.0,5.0,-6.0,2.0,3.0,5.0,9.0,14.0,7.0,-4.0,-17.0,3.0,4.0,7.0,7.0,4.0,3.0,0.0,-6.0,-10.0,7
32.0,38.0,27.0,33.0,34.0,35.0,36.0,14.0,29.0,27.0,25.0,25.0,26.0,54.0,50.0,40.0,22.0,23.0,21.0,-12.0,-13.0,-14.0,31.0,27.0,7
-11.0,-13.0,-7.0,-11.0,-14.0,-33.0,-35.0,-67.0,105.0,111.0,77.0,17.0,32.0,55.0,65.0,92.0,3.0,4.0,3.0,-33.0,-16.0,-15.0,-14.0,6.0,7
-17.0,-11.0,-2.0,-9.0,-2.0,20.0,50.0,101.0,43.0,46.0,31.0,-3.0,21.0,21.0,38.0,38.0,-5.0,-8.0,-5.0,31.0,-1.0,2.0,-1.0,8.0,7
-2.0,-1.0,-2.0,0.0,-3.0,-3.0,1.0,-16.0,-18.0,-21.0,-13.0,-5.0,-17.0,-20.0,-15.0,-8.0,0.0,-2.0,-1.0,-22.0,-7.0,-17.0,-13.0,3.0,7
2.0,7.0,1.0,1.0,3.0,-1.0,16.0,12.0,-10.0,-14.0,-7.0,0.0,0.0,-21.0,-11.0,-6.0,9.0,4.0,2.0,0.0,17.0,19.0,2.0,22.0,7
-4.0,6.0,-3.0,-10.0,-10.0,32.0,147.0,249.0,79.0,62.0,38.0,-1.0,-2.0,20.0,57.0,86.0,-9.0,-4.0,-1.0,-43.0,-15.0,-12.0,-24.0,-27.0,7
-4.0,-1.0,1.0,1.0,6.0,4.0,3.0,-1.0,2.0,2.0,0.0,2.0,5.0,4.0,6.0,3.0,-2.0,-1.0,0.0,-2.0,-1.0,1.0,6.0,5.0,7
-23.0,-35.0,-46.0,-42.0,-23.0,14.0,41.0,76.0,-6.0,-2.0,-14.0,-32.0,-19.0,-40.0,-46.0,-28.0,-33.0,-40.0,-39.0,-5.0,-44.0,-53.0,-90.0,-50.0,7
0.0,-12.0,-3.0,-6.0,-6.0,-13.0,-7.0,-32.0,7.0,23.0,12.0,7.0,19.0,23.0,37.0,9.0,2.0,1.0,-10.0,-12.0,-6.0,-6.0,20.0,6.0,7
-47.0,-59.0,-48.0,-38.0,-32.0,-32.0,-54.0,-93.0,-111.0,-100.0,-84.0,-54.0,-52.0,-61.0,-78.0,-107.0,-45.0,-43.0,-43.0,-15.0,-39.0,-36.0,-37.0,-37.0,7
-13.0,-18.0,-22.0,-26.0,-27.0,-35.0,-39.0,-47.0,-3.0,-13.0,-21.0,-26.0,-25.0,-22.0,3.0,5.0,-4.0,-13.0,-17.0,-20.0,-20.0,-25.0,-39.0,10.0,7
-9.0,-1.0,-6.0,-8.0,-8.0,-12.0,-21.0,-42.0,188.0,165.0,111.0,21.0,28.0,56.0,106.0,174.0,-1.0,1.0,5.0,-38.0,-5.0,6.0,4.0,6.0,7
12.0,8.0,0.0,0.0,-8.0,-14.0,-27.0,-30.0,1.0,-6.0,-4.0,0.0,-8.0,-6.0,2.0,8.0,1.0,0.0,1.0,-11.0,-1.0,-3.0,-3.0,-4.0,7
-2.0,-6.0,0.0,-15.0,-14.0,-13.0,-9.0,-12.0,-1.0,2.0,0.0,-6.0,-3.0,-3.0,1.0,1.0,-10.0,-8.0,-1.0,11.0,-2.0,-1.0,8.0,-5.0,7
-20.0,-25.0,-23.0,-24.0,-23.0,-14.0,-11.0,1.0,-20.0,-20.0,-20.0,-23.0,-27.0,-24.0,-32.0,-29.0,-14.0,-14.0,-16.0,-17.0,-26.0,-37.0,-26.0,-18.0,7
-10.0,-2.0,0.0,-8.0,-14.0,5.0,35.0,93.0,68.0,60.0,38.0,4.0,-2.0,-15.0,6.0,49.0,3.0,3.0,5.0,0.0,8.0,-1.0,-29.0,-12.0,7
17.0,17.0,13.0,14.0,13.0,18.0,17.0,25.0,15.0,13.0,14.0,16.0,10.0,13.0,11.0,12.0,10.0,8.0,9.0,-2.0,5.0,3.0,-14.0,1.0,7
10.0,8.0,5.0,7.0,8.0,-13.0,-22.0,-15.0,10.0,12.0,13.0,12.0,17.0,5.0,13.0,11.0,6.0,8.0,9.0,14.0,27.0,29.0,17.0,10.0,7
-32.0,-17.0,-20.0,-17.0,-28.0,-40.0,-45.0,-34.0,-48.0,-49.0,-37.0,-26.0,-50.0,-65.0,-46.0,-35.0,-23.0,-13.0,-10.0,-27.0,-14.0,-24.0,-18.0,-26.0,7
14.0,21.0,29.0,23.0,17.0,18.0,25.0,22.0,14.0,18.0,19.0,21.0,18.0,21.0,19.0,18.0,6.0,9.0,10.0,18.0,14.0,11.0,9.0,5.0,7
-3.0,-2.0,-6.0,-5.0,-10.0,-12.0,-12.0,-26.0,-6.0,-7.0,-5.0,-1.0,-9.0,-15.0,-21.0,-4.0,2.0,3.0,4.0,-9.0,0.0,-2.0,-4.0,-4.0,7
-9.0,-8.0,-7.0,1.0,8.0,9.0,1.0,14.0,-6.0,-5.0,-7.0,0.0,10.0,0.0,-6.0,-6.0,-1.0,-2.0,-4.0,-19.0,10.0,21.0,32.0,14.0,7
22.0,8.0,9.0,4.0,4.0,-1.0,-1.0,0.0,8.0,9.0,10.0,8.0,11.0,14.0,11.0,0.0,16.0,11.0,8.0,6.0,14.0,19.0,14.0,21.0,7
-4.0,-13.0,-19.0,-18.0,-10.0,-4.0,-11.0,-4.0,-5.0,-7.0,-5.0,-9.0,-2.0,4.0,-5.0,-12.0,0.0,-6.0,-8.0,8.0,4.0,10.0,10.0,17.0,7
-21.0,-30.0,-24.0,-10.0,-13.0,-58.0,-177.0,-353.0,-47.0,-56.0,-44.0,-28.0,-37.0,-32.0,-45.0,-32.0,-9.0,0.0,-10.0,-90.0,-23.0,-16.0,-5.0,-5.0,7
-13.0,-21.0,-20.0,-18.0,-9.0,-6.0,7.0,-4.0,-13.0,-12.0,-15.0,-16.0,-12.0,-7.0,-6.0,-8.0,-16.0,-13.0,-16.0,-11.0,-15.0,-10.0,-17.0,-20.0,7
-6.0,-19.0,-13.0,-5.0,-4.0,-6.0,-34.0,-62.0,-276.0,-271.0,-199.0,-67.0,-96.0,-135.0,-188.0,-248.0,-3.0,12.0,-6.0,-144.0,-32.0,-21.0,-14.0,-18.0,7
-17.0,-15.0,-11.0,-10.0,-12.0,-18.0,-24.0,-25.0,-47.0,-43.0,-27.0,-10.0,-21.0,-26.0,-37.0,-40.0,-14.0,-13.0,-10.0,-17.0,-9.0,-9.0,-14.0,-13.0,7
-6.0,-9.0,-4.0,-2.0,-2.0,-3.0,3.0,3.0,-14.0,-9.0,-4.0,-4.0,-10.0,-14.0,-14.0,-12.0,-10.0,-6.0,-8.0,-8.0,-16.0,-20.0,-30.0,-12.0,7
1.0,-12.0,-8.0,0.0,7.0,6.0,2.0,-9.0,-66.0,-62.0,-47.0,-19.0,-16.0,-16.0,-32.0,-55.0,-6.0,-8.0,-17.0,-14.0,-10.0,-8.0,-8.0,3.0,7
-30.0,-28.0,-31.0,-31.0,-28.0,-24.0,-24.0,-35.0,-24.0,-29.0,-31.0,-33.0,-34.0,-31.0,-21.0,-20.0,-24.0,-25.0,-28.0,-39.0,-33.0,-29.0,-16.0,-28.0,7
8.0,0.0,4.0,6.0,8.0,19.0,5.0,-5.0,-352.0,-324.0,-232.0,-63.0,-88.0,-141.0,-213.0,-308.0,5.0,17.0,6.0,-116.0,-18.0,-11.0,2.0,3.0,7
12.0,16.0,16.0,6.0,4.0,2.0,-3.0,8.0,14.0,14.0,15.0,10.0,8.0,7.0,8.0,10.0,19.0,15.0,16.0,5.0,12.0,16.0,22.0,23.0,7
2.0,3.0,-2.0,0.0,4.0,18.0,17.0,5.0,11.0,7.0,6.0,6.0,5.0,16.0,18.0,13.0,12.0,10.0,7.0,-3.0,8.0,13.0,23.0,8.0,7
-1.0,-18.0,-11.0,5.0,7.0,-31.0,-152.0,-318.0,50.0,25.0,21.0,1.0,-9.0,20.0,26.0,51.0,6.0,2.0,-7.0,63.0,16.0,12.0,8.0,9.0,7
-19.0,-25.0,-23.0,-24.0,-29.0,-32.0,-12.0,-4.0,-16.0,-17.0,-17.0,-20.0,-23.0,-17.0,-20.0,-24.0,-7.0,-10.0,-12.0,-8.0,-20.0,-19.0,1.0,0.0,7
19.0,18.0,10.0,13.0,17.0,1.0,0.0,17.0,15.0,15.0,14.0,14.0,14.0,-1.0,-13.0,13.0,16.0,18.0,19.0,10.0,19.0,21.0,0.0,4.0,7
-11.0,-13.0,-13.0,-11.0,-14.0,-15.0,7.0,8.0,-8.0,-8.0,-10.0,-10.0,-15.0,-15.0,-11.0,-15.0,-12.0,-11.0,-14.0,-22.0,-19.0,-15.0,-11.0,-5.0,7
23.0,23.0,20.0,24.0,25.0,25.0,34.0,29.0,48.0,43.0,35.0,25.0,31.0,42.0,52.0,57.0,20.0,20.0,20.0,14.0,19.0,20.0,25.0,19.0,7
1.0,-7.0,-7.0,-10.0,-10.0,-10.0,4.0,16.0,-11.0,-7.0,-7.0,-11.0,-12.0,-19.0,-20.0,-16.0,-6.0,-9.0,-10.0,-7.0,-9.0,-12.0,-27.0,-14.0,7
-45.0,-50.0,-42.0,-40.0,-33.0,5.0,-6.0,-6.0,-46.0,-42.0,-41.0,-36.0,-35.0,-32.0,-43.0,-48.0,-30.0,-20.0,-21.0,-74.0,-26.0,-28.0,-27.0,-35.0,7
-28.0,-32.0,-19.0,-20.0,-28.0,-63.0,-48.0,-43.0,-33.0,-32.0,-24.0,-17.0,-27.0,-69.0,-50.0,-32.0,-14.0,-8.0,-10.0,-9.0,6.0,17.0,-8.0,-8.0,7
-4.0,-5.0,-9.0,-12.0,-12.0,-14.0,-19.0,-22.0,-7.0,-7.0,-10.0,-10.0,-11.0,-13.0,-16.0,-13.0,-5.0,-6.0,-4.0,-7.0,-6.0,-8.0,-8.0,-5.0,7
6.0,2.0,-2.0,4.0,8.0,1.0,17.0,8.0,-5.0,-4.0,-1.0,3.0,4.0,-9.0,1.0,0.0,4.0,4.0,1.0,-16.0,7.0,17.0,16.0,-1.0,7
-6.0,-9.0,-10.0,-8.0,-7.0,-11.0,-17.0,-32.0,49.0,27.0,8.0,-1.0,7.0,28.0,51.0,66.0,9.0,6.0,3.0,4.0,10.0,17.0,33.0,27.0,7
-5.0,0.0,-5.0,-4.0,-3.0,1.0,-6.0,3.0,-9.0,-6.0,-6.0,-4.0,-6.0,-14.0,-24.0,-19.0,-5.0,-4.0,-3.0,-11.0,-9.0,-13.0,-31.0,-16.0,7
-18.0,-27.0,-18.0,-16.0,-11.0,-3.0,-8.0,-39.0,-77.0,-64.0,-53.0,-28.0,-22.0,-25.0,-32.0,-59.0,-15.0,-11.0,-15.0,-7.0,-12.0,-12.0,0.0,6.0,7
-10.0,-13.0,-8.0,-4.0,-8.0,-12.0,-25.0,-39.0,-82.0,-62.0,-42.0,-15.0,-15.0,-24.0,-45.0,-74.0,-9.0,-5.0,-2.0,-78.0,-14.0,-12.0,3.0,-7.0,7
-12.0,-5.0,-6.0,-10.0,-10.0,33.0,40.0,43.0,59.0,53.0,34.0,3.0,4.0,30.0,57.0,70.0,1.0,-2.0,0.0,-17.0,-2.0,-10.0,-20.0,-19.0,7
16.0,13.0,10.0,10.0,9.0,17.0,1.0,17.0,0.0,1.0,3.0,0.0,-9.0,-14.0,-20.0,-5.0,3.0,17.0,12.0,-28.0,-3.0,-15.0,-36.0,-21.0,7
-28.0,-18.0,-18.0,-17.0,-19.0,-17.0,-30.0,-31.0,-21.0,-21.0,-18.0,-17.0,-17.0,-12.0,-13.0,-23.0,-21.0,-14.0,-12.0,-24.0,-19.0,-13.0,-2.0,-27.0,7
-21.0,-26.0,-24.0,-20.0,-14.0,-2.0,-6.0,-5.0,-17.0,-20.0,-21.0,-19.0,-16.0,-8.0,-3.0,-8.0,-11.0,-10.0,-11.0,-23.0,-16.0,-17.0,-3.0,-6.0,7
5.0,-7.0,-14.0,-3.0,3.0,2.0,-8.0,-26.0,-16.0,-12.0,-8.0,-3.0,-6.0,-15.0,-22.0,-15.0,-4.0,-1.0,-3.0,-4.0,-3.0,-9.0,-33.0,-19.0,7
34.0,27.0,30.0,35.0,39.0,65.0,55.0,12.0,4.0,1.0,8.0,19.0,10.0,50.0,70.0,45.0,25.0,25.0,19.0,-18.0,-19.0,-22.0,60.0,51.0,7
-5.0,-11.0,-10.0,-1.0,1.0,-4.0,-25.0,-41.0,-80.0,-67.0,-53.0,-23.0,-24.0,-39.0,-63.0,-90.0,-6.0,-3.0,-5.0,1.0,-3.0,-4.0,-4.0,4.0,7
43.0,27.0,28.0,27.0,25.0,23.0,21.0,-22.0,13.0,8.0,12.0,18.0,17.0,23.0,23.0,32.0,27.0,25.0,23.0,-4.0,27.0,33.0,52.0,44.0,7
-11.0,-16.0,-17.0,-12.0,-15.0,-10.0,-28.0,-28.0,-17.0,-19.0,-19.0,-16.0,-21.0,-20.0,-12.0,-12.0,-18.0,-18.0,-18.0,-23.0,-24.0,-26.0,-30.0,-26.0,7
24.0,6.0,3.0,-4.0,-2.0,-7.0,0.0,4.0,-41.0,-45.0,-36.0,-19.0,-23.0,-39.0,-56.0,-50.0,-4.0,-5.0,-2.0,29.0,5.0,1.0,-22.0,-15.0,7
-5.0,-10.0,-3.0,-2.0,0.0,-2.0,-10.0,-18.0,-8.0,-8.0,-5.0,0.0,-1.0,1.0,-1.0,2.0,-3.0,-1.0,-6.0,-29.0,0.0,6.0,8.0,15.0,7
-3.0,-7.0,-4.0,-9.0,-12.0,-13.0,-2.0,2.0,-4.0,-4.0,0.0,-5.0,-13.0,-19.0,-14.0,-3.0,0.0,-2.0,-3.0,-8.0,-4.0,-11.0,-24.0,-2.0,7
-8.0,-3.0,-5.0,-2.0,-7.0,-17.0,-29.0,-15.0,-19.0,-17.0,-8.0,-5.0,-19.0,-31.0,-37.0,-32.0,-7.0,-5.0,-6.0,-41.0,-27.0,-32.0,-45.0,-15.0,7
-1.0,-12.0,-2.0,-4.0,-2.0,-2.0,2.0,-2.0,-2.0,0.0,0.0,-5.0,0.0,1.0,-3.0,-3.0,-1.0,0.0,-6.0,5.0,3.0,3.0,10.0,14.0,7
-10.0,-6.0,-6.0,-10.0,-11.0,-7.0,-4.0,-10.0,-2.0,-2.0,-3.0,-5.0,-8.0,-10.0,-11.0,-5.0,-4.0,-5.0,-5.0,-3.0,-5.0,-11.0,-11.0,-7.0,7
-25.0,-33.0,-35.0,-25.0,-23.0,-41.0,-37.0,-51.0,-60.0,-55.0,-42.0,-33.0,-46.0,-74.0,-73.0,-66.0,-28.0,-26.0,-27.0,-12.0,-12.0,-16.0,-28.0,-30.0,7
7.0,9.0,6.0,4.0,3.0,-19.0,-15.0,-4.0,8.0,8.0,11.0,12.0,14.0,2.0,-7.0,2.0,5.0,5.0,8.0,9.0,14.0,25.0,19.0,6.0,7
-4.0,7.0,5.0,10.0,12.0,2.0,7.0,12.0,1.0,5.0,9.0,14.0,13.0,5.0,-3.0,-3.0,-1.0,0.0,1.0,10.0,9.0,14.0,13.0,7.0,7
18.0,18.0,24.0,22.0,27.0,60.0,46.0,34.0,-12.0,-6.0,3.0,19.0,19.0,31.0,25.0,-5.0,5.0,10.0,19.0,4.0,13.0,13.0,14.0,17.0,7
9.0,16.0,14.0,20.0,21.0,25.0,29.0,7.0,19.0,17.0,16.0,18.0,22.0,31.0,31.0,22.0,8.0,10.0,9.0,14.0,11.0,24.0,89.0,35.0,7
23.0,26.0,23.0,26.0,27.0,20.0,8.0,-6.0,23.0,24.0,24.0,25.0,28.0,31.0,25.0,25.0,27.0,29.0,29.0,-9.0,27.0,36.0,55.0,40.0,7
-42.0,-17.0,-11.0,-15.0,-16.0,2.0,-18.0,-16.0,27.0,30.0,21.0,4.0,10.0,25.0,34.0,23.0,-12.0,-8.0,1.0,-14.0,4.0,9.0,15.0,-1.0,7
1.0,3.0,5.0,7.0,4.0,0.0,-5.0,3.0,-5.0,-4.0,-1.0,2.0,2.0,0.0,-2.0,-14.0,-1.0,0.0,1.0,-14.0,-2.0,-6.0,-16.0,2.0,7
9.0,1.0,1.0,21.0,31.0,46.0,16.0,-50.0,-103.0,-109.0,-73.0,-13.0,-35.0,-41.0,-74.0,-76.0,13.0,-7.0,-24.0,105.0,6.0,3.0,4.0,10.0,7
12.0,-18.0,-20.0,-19.0,-7.0,5.0,-3.0,-7.0,0.0,-2.0,1.0,-1.0,-1.0,5.0,-3.0,-8.0,4.0,2.0,-4.0,13.0,7.0,9.0,3.0,5.0,7
-13.0,-11.0,-16.0,-16.0,-20.0,-25.0,-11.0,-8.0,-18.0,-18.0,-14.0,-13.0,-24.0,-40.0,-28.0,-9.0,-11.0,-10.0,-9.0,-4.0,-10.0,-16.0,-37.0,-33.0,7
21.0,24.0,21.0,23.0,22.0,12.0,8.0,6.0,16.0,17.0,19.0,20.0,21.0,22.0,25.0,22.0,13.0,15.0,15.0,21.0,17.0,18.0,17.0,13.0,7
-4.0,-5.0,-13.0,-13.0,-8.0,-61.0,-70.0,-82.0,-70.0,-57.0,-49.0,-12.0,18.0,-20.0,-60.0,-80.0,4.0,8.0,9.0,0.0,40.0,72.0,35.0,-6.0,7
6.0,10.0,17.0,15.0,7.0,4.0,7.0,5.0,8.0,9.0,10.0,8.0,10.0,11.0,17.0,14.0,1.0,2.0,2.0,2.0,2.0,7.0,24.0,7.0,7
-4.0,3.0,8.0,2.0,-6.0,-6.0,-27.0,-46.0,55.0,67.0,44.0,17.0,30.0,43.0,59.0,39.0,-1.0,0.0,0.0,-9.0,-11.0,-13.0,-23.0,-17.0,7
21.0,23.0,13.0,17.0,17.0,1.0,-33.0,-45.0,12.0,12.0,16.0,22.0,33.0,25.0,11.0,18.0,23.0,27.0,30.0,21.0,42.0,50.0,42.0,42.0,7
7.0,-8.0,-16.0,-11.0,0.0,8.0,10.0,30.0,3.0,0.0,-5.0,-7.0,0.0,3.0,4.0,5.0,-5.0,-8.0,-7.0,40.0,9.0,2.0,-7.0,-3.0,7
1.0,-3.0,9.0,10.0,14.0,13.0,2.0,-7.0,-26.0,-25.0,-13.0,5.0,10.0,7.0,-12.0,-18.0,6.0,6.0,4.0,-16.0,13.0,27.0,19.0,14.0,7
-4.0,-3.0,-4.0,-7.0,-8.0,-9.0,2.0,1.0,-12.0,-12.0,-9.0,-6.0,-7.0,-7.0,-14.0,-12.0,-1.0,3.0,2.0,-59.0,-5.0,-3.0,-22.0,-13.0,7
-7.0,-7.0,-4.0,-4.0,-4.0,0.0,-5.0,-19.0,-2.0,-2.0,-5.0,-5.0,-9.0,-8.0,-3.0,-2.0,5.0,6.0,8.0,5.0,6.0,5.0,28.0,8.0,7
2.0,5.0,-1.0,-1.0,-1.0,-4.0,-18.0,-30.0,-3.0,-2.0,1.0,3.0,-3.0,-7.0,2.0,5.0,0.0,3.0,6.0,-12.0,3.0,5.0,12.0,4.0,7
3.0,0.0,3.0,4.0,8.0,10.0,6.0,-3.0,0.0,1.0,-1.0,1.0,6.0,12.0,-1.0,-2.0,0.0,3.0,3.0,-27.0,0.0,2.0,11.0,6.0,7
-28.0,-24.0,-18.0,-14.0,-13.0,-9.0,0.0,1.0,-33.0,-25.0,-15.0,-6.0,-10.0,-16.0,-30.0,-51.0,-15.0,-14.0,-11.0,-3.0,-6.0,-2.0,0.0,-7.0,7
-26.0,-13.0,0.0,2.0,7.0,14.0,26.0,16.0,-6.0,1.0,5.0,6.0,12.0,19.0,15.0,3.0,-1.0,0.0,0.0,11.0,12.0,19.0,50.0,17.0,7
2.0,-10.0,-1.0,4.0,2.0,6.0,-10.0,-30.0,-24.0,-19.0,-6.0,5.0,-11.0,-6.0,-1.0,-15.0,5.0,13.0,14.0,20.0,10.0,-3.0,17.0,8.0,7
