0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
20.0,8.0,11.0,11.0,13.0,9.0,-4.0,-19.0,-1.0,1.0,3.0,4.0,9.0,8.0,8.0,17.0,11.0,11.0,8.0,13.0,12.0,14.0,11.0,14.0,7
5.0,5.0,-1.0,2.0,2.0,1.0,0.0,8.0,6.0,6.0,5.0,4.0,2.0,5.0,4.0,7.0,6.0,6.0,5.0,-1.0,2.0,2.0,1.0,12.0,7
-7.0,-13.0,-17.0,-8.0,-2.0,-7.0,-11.0,-21.0,15.0,12.0,4.0,-3.0,7.0,14.0,13.0,7.0,1.0,-3.0,-5.0,-5.0,5.0,9.0,16.0,7.0,7
7.0,1.0,6.0,20.0,18.0,-16.0,-164.0,-404.0,-73.0,-73.0,-51.0,-11.0,-19.0,-25.0,-54.0,-59.0,6.0,17.0,12.0,-103.0,-15.0,-5.0,11.0,11.0,7
-5.0,-4.0,2.0,-3.0,-12.0,-17.0,-19.0,-14.0,-14.0,-7.0,-2.0,2.0,-2.0,-14.0,-24.0,-33.0,-15.0,-10.0,-4.0,10.0,14.0,26.0,36.0,-10.0,7
-8.0,-2.0,-5.0,-8.0,-5.0,1.0,-2.0,-8.0,-8.0,-3.0,-4.0,-4.0,-7.0,-8.0,-12.0,-20.0,-5.0,-6.0,-4.0,-15.0,-7.0,-8.0,2.0,4.0,7
-3.0,-3.0,-2.0,9.0,12.0,1.0,-21.0,-44.0,-46.0,-42.0,-24.0,0.0,-4.0,0.0,-12.0,-35.0,-9.0,-10.0,-10.0,19.0,8.0,15.0,36.0,1.0,7
-2.0,-4.0,-11.0,-16.0,-19.0,-16.0,-15.0,-9.0,-6.0,-7.0,-9.0,-11.0,-15.0,-27.0,-21.0,-10.0,-8.0,-7.0,-7.0,3.0,0.0,-3.0,-17.0,-8.0,7
12.0,16.0,12.0,14.0,10.0,22.0,19.0,1.0,11.0,11.0,13.0,13.0,4.0,21.0,29.0,17.0,19.0,17.0,17.0,14.0,-1.0,-5.0,15.0,37.0,7
31.0,21.0,22.0,23.0,23.0,16.0,-4.0,-20.0,-15.0,1.0,1.0,19.0,29.0,16.0,3.0,-22.0,25.0,29.0,27.0,-1.0,25.0,25.0,18.0,33.0,7
-21.0,-25.0,-25.0,-31.0,-38.0,-29.0,-39.0,-40.0,-22.0,-27.0,-27.0,-23.0,-41.0,-27.0,-19.0,-21.0,-12.0,-15.0,-13.0,-23.0,-39.0,-43.0,6.0,7.0,7
2.0,7.0,17.0,17.0,10.0,18.0,29.0,4.0,-20.0,-19.0,-4.0,8.0,-11.0,-5.0,-16.0,-19.0,2.0,4.0,0.0,-5.0,-22.0,-33.0,-7.0,8.0,7
17.0,21.0,23.0,23.0,16.0,35.0,31.0,21.0,12.0,12.0,17.0,17.0,5.0,15.0,17.0,17.0,10.0,20.0,23.0,-20.0,-1.0,-12.0,-14.0,-11.0,7
-2.0,-10.0,-9.0,4.0,12.0,-46.0,-163.0,-318.0,0.0,-4.0,0.0,4.0,0.0,11.0,-7.0,0.0,5.0,4.0,-7.0,23.0,-2.0,2.0,5.0,9.0,7
-7.0,-12.0,-16.0,-18.0,-20.0,-28.0,-27.0,-10.0,-12.0,-15.0,-15.0,-12.0,-14.0,-22.0,-21.0,-9.0,-2.0,-4.0,-4.0,-24.0,-6.0,-7.0,-27.0,-14.0,7
-20.0,-26.0,-17.0,-19.0,-21.0,-18.0,-23.0,-24.0,-21.0,-20.0,-14.0,-13.0,-13.0,-12.0,-20.0,-17.0,-11.0,-10.0,-11.0,0.0,-1.0,0.0,-5.0,-4.0,7
13.0,14.0,7.0,8.0,13.0,-3.0,-7.0,12.0,13.0,12.0,12.0,12.0,12.0,0.0,-4.0,14.0,16.0,16.0,19.0,10.0,19.0,23.0,6.0,7.0,7
5.0,2.0,0.0,4.0,6.0,-4.0,-23.0,-42.0,-19.0,-18.0,-13.0,-3.0,-5.0,-5.0,-21.0,-24.0,7.0,9.0,2.0,-23.0,-6.0,-7.0,0.0,9.0,7
38.0,34.0,37.0,41.0,45.0,72.0,59.0,57.0,35.0,39.0,37.0,35.0,41.0,46.0,39.0,31.0,27.0,23.0,19.0,37.0,27.0,33.0,47.0,34.0,7
-25.0,-27.0,-25.0,-25.0,-23.0,-22.0,-25.0,-29.0,-15.0,-18.0,-20.0,-21.0,-19.0,-11.0,-5.0,0.0,-17.0,-19.0,-21.0,-19.0,-18.0,-20.0,-28.0,-22.0,7
-9.0,-9.0,-8.0,-6.0,-5.0,-16.0,-15.0,-12.0,-10.0,-8.0,-7.0,-7.0,-5.0,-13.0,-22.0,-24.0,-4.0,-3.0,-4.0,-7.0,-1.0,-1.0,-10.0,-9.0,7
27.0,26.0,30.0,35.0,40.0,50.0,47.0,33.0,24.0,25.0,26.0,31.0,32.0,29.0,29.0,28.0,26.0,25.0,21.0,27.0,27.0,31.0,38.0,25.0,7
-8.0,-11.0,-14.0,-16.0,-19.0,-21.0,-16.0,-8.0,-20.0,-19.0,-16.0,-12.0,-13.0,-20.0,-27.0,-21.0,-6.0,-6.0,-6.0,-13.0,-3.0,-3.0,-6.0,-11.0,7
15.0,16.0,18.0,19.0,15.0,22.0,16.0,12.0,12.0,9.0,13.0,17.0,8.0,15.0,24.0,17.0,22.0,19.0,17.0,10.0,-3.0,-8.0,-8.0,17.0,7
2.0,3.0,-4.0,-4.0,0.0,0.0,4.0,11.0,0.0,-4.0,-8.0,-11.0,-4.0,-4.0,-2.0,1.0,-3.0,-5.0,-6.0,-5.0,-15.0,-21.0,-20.0,-16.0,7
